 #Time  Inactive  Infected  Recovered  Total(ct.)
   0.0000000000000000        49980.000000000000        20.000000000000000        0.0000000000000000        50000.000000000000     
  0.10000000000000001        49949.983999999997        47.280999999999999        2.7349999999999999        50000.000000000000     
  0.20000000000000001        49736.790000000001        248.46100000000001        14.749000000000001        50000.000000000007     
  0.30000000000000004        48921.072999999997        1007.8800000000000        71.046999999999997        49999.999999999993     
  0.40000000000000002        47201.228000000003        2555.7359999999999        243.03600000000000        50000.000000000000     
  0.50000000000000000        44738.957000000002        4660.6199999999999        600.42300000000000        50000.000000000007     
  0.60000000000000009        41894.105000000003        6925.1520000000000        1180.7429999999999        50000.000000000007     
  0.70000000000000007        38970.756999999998        9048.4470000000001        1980.7960000000000        50000.000000000000     
  0.80000000000000004        36153.110000000001        10866.392000000000        2980.4980000000000        50000.000000000000     
  0.90000000000000002        33543.099000000002        12314.058999999999        4142.8419999999996        50000.000000000000     
   1.0000000000000000        31177.619999999999        13393.394000000000        5428.9859999999999        49999.999999999993     
   1.1000000000000001        29065.814999999999        14126.064000000000        6808.1210000000001        50000.000000000000     
   1.2000000000000002        27196.650000000001        14557.704000000000        8245.6460000000006        50000.000000000000     
   1.3000000000000000        25546.858000000000        14738.644000000000        9714.4979999999996        50000.000000000000     
   1.4000000000000001        24094.200000000001        14716.971000000000        11188.829000000000        50000.000000000000     
   1.5000000000000000        22818.177000000000        14528.088000000000        12653.735000000001        50000.000000000000     
   1.6000000000000001        21693.407999999999        14213.406999999999        14093.184999999999        50000.000000000000     
   1.7000000000000002        20703.526000000002        13801.823000000000        15494.651000000000        50000.000000000000     
   1.8000000000000000        19830.591000000000        13320.725000000000        16848.684000000001        50000.000000000000     
   1.9000000000000001        19058.389999999999        12787.451999999999        18154.157999999999        50000.000000000000     
   2.0000000000000000        18374.403999999999        12220.080000000000        19405.516000000000        50000.000000000000     
   2.1000000000000001        17767.866999999998        11631.850000000000        20600.282999999999        50000.000000000000     
   2.2000000000000002        17230.025000000001        11035.554000000000        21734.420999999998        50000.000000000000     
   2.3000000000000003        16751.751000000000        10439.320000000000        22808.929000000000        50000.000000000000     
   2.4000000000000004        16324.400000000000        9853.2219999999998        23822.378000000001        50000.000000000000     
   2.5000000000000000        15944.029000000000        9276.7810000000009        24779.189999999999        50000.000000000000     
   2.6000000000000001        15602.748000000000        8718.3930000000000        25678.859000000000        50000.000000000000     
   2.7000000000000002        15300.201999999999        8178.2179999999998        26521.580000000002        50000.000000000000     
   2.8000000000000003        15027.612999999999        7658.8900000000003        27313.496999999999        50000.000000000000     
   2.9000000000000004        14782.059999999999        7162.8509999999997        28055.089000000000        50000.000000000000     
   3.0000000000000000        14562.093999999999        6690.7929999999997        28747.113000000001        50000.000000000000     
   3.1000000000000001        14364.007000000000        6242.9870000000001        29393.006000000001        50000.000000000000     
   3.2000000000000002        14186.169000000000        5817.2669999999998        29996.563999999998        50000.000000000000     
   3.3000000000000003        14025.471000000000        5415.1040000000003        30559.424999999999        50000.000000000000     
   3.4000000000000004        13880.938000000000        5037.3059999999996        31081.756000000001        50000.000000000000     
   3.5000000000000000        13749.973000000000        4681.1740000000000        31568.852999999999        50000.000000000000     
   3.6000000000000001        13632.037000000000        4347.6289999999999        32020.333999999999        50000.000000000000     
   3.7000000000000002        13526.150000000000        4033.2289999999998        32440.620999999999        50000.000000000000     
   3.8000000000000003        13430.023999999999        3740.9839999999999        32828.991999999998        50000.000000000000     
   3.9000000000000004        13343.242000000000        3468.2240000000002        33188.534000000000        50000.000000000000     
   4.0000000000000000        13264.346000000000        3213.6680000000001        33521.985999999997        50000.000000000000     
   4.1000000000000005        13192.751000000000        2976.1250000000000        33831.124000000003        50000.000000000000     
   4.2000000000000002        13128.116000000000        2754.8750000000000        34117.008999999998        50000.000000000000     
   4.2999999999999998        13069.398999999999        2547.7230000000000        34382.877999999997        50000.000000000000     
   4.4000000000000004        13016.236999999999        2356.0540000000001        34627.709000000003        50000.000000000000     
   4.5000000000000000        12968.228999999999        2177.6230000000000        34854.148000000001        50000.000000000000     
   4.6000000000000005        12924.124000000000        2012.3560000000000        35063.519999999997        50000.000000000000     
   4.7000000000000002        12884.522999999999        1858.1010000000001        35257.375999999997        50000.000000000000     
   4.8000000000000007        12848.686000000000        1714.4910000000000        35436.822999999997        50000.000000000000     
   4.9000000000000004        12815.989000000000        1583.1010000000001        35600.910000000003        50000.000000000000     
   5.0000000000000000        12786.389999999999        1461.0170000000001        35752.593000000001        50000.000000000000     
   5.1000000000000005        12759.743000000000        1347.1410000000001        35893.116000000002        50000.000000000000     
   5.2000000000000002        12735.451999999999        1242.3409999999999        36022.207000000002        50000.000000000000     
   5.3000000000000007        12713.183000000001        1145.3019999999999        36141.514999999999        50000.000000000000     
   5.4000000000000004        12692.942999999999        1055.4630000000000        36251.593999999997        50000.000000000000     
   5.5000000000000000        12674.509000000000        972.50199999999995        36352.989000000001        50000.000000000000     
   5.6000000000000005        12657.821000000000        896.19500000000005        36445.983999999997        50000.000000000000     
   5.7000000000000002        12642.767000000000        825.43899999999996        36531.794000000002        50000.000000000000     
   5.8000000000000007        12629.010000000000        759.76900000000001        36611.220999999998        50000.000000000000     
   5.9000000000000004        12616.606000000000        698.92200000000003        36684.472000000002        50000.000000000000     
   6.0000000000000000        12605.373000000000        643.45899999999995        36751.167999999998        50000.000000000000     
   6.1000000000000005        12595.124000000000        591.86599999999999        36813.010000000002        50000.000000000000     
   6.2000000000000002        12585.733000000000        544.59400000000005        36869.673000000003        50000.000000000000     
   6.3000000000000007        12577.344999999999        500.92899999999997        36921.726000000002        50000.000000000000     
   6.4000000000000004        12569.700999999999        460.23099999999999        36970.067999999999        50000.000000000000     
   6.5000000000000000        12562.602999999999        423.08600000000001        37014.311000000002        50000.000000000000     
   6.6000000000000005        12556.200000000001        388.98300000000000        37054.817000000003        50000.000000000000     
   6.7000000000000002        12550.545000000000        357.23899999999998        37092.216000000000        50000.000000000000     
   6.8000000000000007        12545.195000000000        328.46300000000002        37126.341999999997        50000.000000000000     
   6.9000000000000004        12540.360000000001        302.13799999999998        37157.502000000000        50000.000000000000     
   7.0000000000000000        12536.053000000000        277.40800000000002        37186.538999999997        50000.000000000000     
   7.1000000000000005        12532.138999999999        254.65299999999999        37213.207999999999        50000.000000000000     
   7.2000000000000002        12528.543000000000        234.14800000000000        37237.309000000001        50000.000000000000     
   7.3000000000000007        12525.184999999999        215.00600000000000        37259.809000000001        50000.000000000000     
   7.4000000000000004        12522.215000000000        197.36300000000000        37280.421999999999        50000.000000000000     
   7.5000000000000000        12519.485000000001        181.27400000000000        37299.241000000002        50000.000000000000     
   7.6000000000000005        12516.950999999999        166.22800000000001        37316.821000000004        50000.000000000000     
   7.7000000000000002        12514.665000000001        152.65400000000000        37332.680999999997        50000.000000000000     
   7.8000000000000007        12512.576999999999        140.23900000000000        37347.184000000001        50000.000000000000     
   7.9000000000000004        12510.696000000000        128.71199999999999        37360.591999999997        50000.000000000000     
   8.0000000000000000        12509.037000000000        117.93200000000000        37373.031000000003        50000.000000000000     
   8.0999999999999996        12507.468000000001        108.24600000000000        37384.286000000000        50000.000000000000     
   8.2000000000000011        12506.032999999999        99.325000000000003        37394.642000000000        50000.000000000000     
   8.3000000000000007        12504.794000000000        91.018000000000001        37404.188000000002        50000.000000000000     
   8.4000000000000004        12503.703000000000        83.447000000000003        37412.849999999999        50000.000000000000     
   8.5000000000000000        12502.620999999999        76.492000000000004        37420.887000000002        50000.000000000000     
   8.5999999999999996        12501.642000000000        70.096999999999994        37428.260999999999        50000.000000000000     
   8.7000000000000011        12500.775000000000        64.344999999999999        37434.879999999997        50000.000000000000     
   8.8000000000000007        12499.987999999999        59.000999999999998        37441.010999999999        50000.000000000000     
   8.9000000000000004        12499.196000000000        54.268000000000001        37446.536000000000        50000.000000000000     
   9.0000000000000000        12498.543000000000        49.692000000000000        37451.764999999999        50000.000000000000     
   9.0999999999999996        12497.916999999999        45.511000000000003        37456.572000000000        50000.000000000000     
   9.2000000000000011        12497.415999999999        41.582000000000001        37461.002000000000        50000.000000000000     
   9.3000000000000007        12496.921000000000        38.164000000000001        37464.915000000001        50000.000000000000     
   9.4000000000000004        12496.472000000000        34.930999999999997        37468.597000000002        50000.000000000000     
   9.5000000000000000        12496.116000000000        31.966999999999999        37471.917000000001        50000.000000000000     
   9.6000000000000014        12495.721000000000        29.366000000000000        37474.913000000000        50000.000000000000     
   9.7000000000000011        12495.413000000000        26.876000000000001        37477.711000000003        50000.000000000000     
   9.8000000000000007        12495.107000000000        24.643000000000001        37480.250000000000        50000.000000000000     
   9.9000000000000004        12494.813000000000        22.640000000000001        37482.546999999999        50000.000000000000     
   10.000000000000000        12494.558000000001        20.704999999999998        37484.737000000001        50000.000000000000     
   10.100000000000001        12494.308999999999        19.018000000000001        37486.673000000003        50000.000000000000     
   10.200000000000001        12494.129000000001        17.379999999999999        37488.491000000002        50000.000000000000     
   10.300000000000001        12493.933000000001        15.954000000000001        37490.112999999998        50000.000000000000     
   10.400000000000000        12493.745000000001        14.631000000000000        37491.624000000003        50000.000000000000     
   10.500000000000000        12493.569000000000        13.416000000000000        37493.014999999999        50000.000000000000     
   10.600000000000001        12493.418000000000        12.247000000000000        37494.338000000003        50000.003000000004     
   10.700000000000001        12493.280000000001        11.244999999999999        37495.474999999999        50000.000000000000     
   10.800000000000001        12493.169000000000        10.388000000000000        37496.442999999999        50000.000000000000     
   10.900000000000000        12493.053000000000        9.5169999999999995        37497.430000000000        50000.000000000000     
   11.000000000000000        12492.949000000001        8.7260000000000009        37498.324999999997        50000.000000000000     
   11.100000000000001        12492.851000000001        7.9829999999999997        37499.167999999998        50000.002000000000     
   11.200000000000001        12492.780000000001        7.2830000000000004        37499.940000000002        50000.003000000004     
   11.300000000000001        12492.698000000000        6.6260000000000003        37500.675999999999        50000.000000000000     
   11.400000000000000        12492.616000000000        6.0750000000000002        37501.313999999998        50000.004999999997     
   11.500000000000000        12492.561000000000        5.5320000000000000        37501.906999999999        50000.000000000000     
   11.600000000000001        12492.507000000000        5.0650000000000004        37502.434000000001        50000.006000000001     
   11.700000000000001        12492.466000000000        4.5910000000000002        37502.947999999997        50000.004999999997     
   11.800000000000001        12492.403000000000        4.2169999999999996        37503.391000000003        50000.011000000006     
   11.900000000000000        12492.355000000000        3.8849999999999998        37503.773000000001        50000.012999999999     
   12.000000000000000        12492.323000000000        3.5409999999999999        37504.156000000003        50000.020000000004     
   12.100000000000001        12492.280000000001        3.2280000000000002        37504.504999999997        50000.012999999999     
   12.200000000000001        12492.246999999999        2.9769999999999999        37504.800999999999        50000.025000000001     
   12.300000000000001        12492.208000000001        2.7149999999999999        37505.093999999997        50000.017000000000     
   12.400000000000000        12492.184999999999        2.4740000000000002        37505.358999999997        50000.017999999996     
   12.500000000000000        12492.163000000000        2.2709999999999999        37505.584999999999        50000.019000000000     
   12.600000000000001        12492.138999999999        2.1070000000000002        37505.786000000000        50000.031999999999     
   12.700000000000001        12492.118000000000        1.9299999999999999        37505.972999999998        50000.021000000001     
   12.800000000000001        12492.092000000001        1.7880000000000000        37506.150000000001        50000.029999999999     
   12.900000000000000        12492.075000000001        1.6490000000000000        37506.305999999997        50000.029999999999     
   13.000000000000000        12492.063000000000        1.5109999999999999        37506.451000000001        50000.025000000001     
   13.100000000000001        12492.049000000001        1.3899999999999999        37506.593000000001        50000.031999999999     
   13.200000000000001        12492.030000000001        1.2949999999999999        37506.716000000000        50000.040999999997     
   13.300000000000001        12492.019000000000        1.1850000000000001        37506.841999999997        50000.045999999995     
   13.400000000000000        12492.004000000001        1.0830000000000000        37506.957000000002        50000.044000000002     
   13.500000000000000        12491.983000000000       0.99600000000000000        37507.046000000002        50000.025000000001     
   13.600000000000001        12491.969999999999       0.92500000000000004        37507.133000000002        50000.027999999998     
   13.700000000000001        12491.960999999999       0.84799999999999998        37507.241999999998        50000.050999999999     
   13.800000000000001        12491.956000000000       0.75300000000000000        37507.317999999999        50000.027000000002     
   13.900000000000000        12491.949000000001       0.68799999999999994        37507.396000000001        50000.033000000003     
   14.000000000000000        12491.939000000000       0.64000000000000001        37507.451999999997        50000.030999999995     
   14.100000000000001        12491.932000000001       0.58099999999999996        37507.512999999999        50000.025999999998     
   14.200000000000001        12491.927000000000       0.52900000000000003        37507.571000000004        50000.027000000002     
   14.300000000000001        12491.924999999999       0.48499999999999999        37507.612000000001        50000.021999999997     
   14.400000000000000        12491.919000000000       0.44700000000000001        37507.661999999997        50000.027999999998     
   14.500000000000000        12491.914000000001       0.40600000000000003        37507.697000000000        50000.017000000000     
   14.600000000000001        12491.912000000000       0.37000000000000000        37507.743999999999        50000.025999999998     
   14.700000000000001        12491.906999999999       0.33800000000000002        37507.779000000002        50000.024000000005     
   14.800000000000001        12491.904000000000       0.30399999999999999        37507.813000000002        50000.021000000001     
   14.900000000000000        12491.901000000000       0.27300000000000002        37507.841000000000        50000.014999999999     
   15.000000000000000        12491.896000000001       0.25100000000000000        37507.864000000001        50000.010999999999     
   15.100000000000001        12491.895000000000       0.23499999999999999        37507.887000000002        50000.017000000007     
   15.200000000000001        12491.892000000000       0.21299999999999999        37507.913000000000        50000.017999999996     
   15.300000000000001        12491.888999999999       0.19100000000000000        37507.930000000000        50000.010000000002     
   15.400000000000000        12491.888000000001       0.17699999999999999        37507.942000000003        50000.007000000005     
   15.500000000000000        12491.886000000000       0.16500000000000001        37507.955000000002        50000.006000000001     
   15.600000000000001        12491.884000000000       0.15500000000000000        37507.978999999999        50000.017999999996     
   15.700000000000001        12491.884000000000       0.13400000000000001        37507.989000000001        50000.006999999998     
   15.800000000000001        12491.883000000000       0.12700000000000000        37507.998000000000        50000.008000000002     
   15.900000000000000        12491.879999999999       0.12100000000000000        37508.006000000001        50000.006999999998     
   16.000000000000000        12491.879999999999       0.11200000000000000        37508.017000000000        50000.008999999998     
   16.100000000000001        12491.879999999999        9.8000000000000004E-002   37508.033000000003        50000.010999999999     
   16.199999999999999        12491.878000000001        8.4000000000000005E-002   37508.042000000001        50000.004000000001     
   16.300000000000001        12491.875000000000        8.1000000000000003E-002   37508.050000000003        50000.006000000001     
   16.400000000000002        12491.873000000000        7.6999999999999999E-002   37508.055999999997        50000.005999999994     
   16.500000000000000        12491.873000000000        6.9000000000000006E-002   37508.061000000002        50000.002999999997     
   16.600000000000001        12491.870999999999        6.6000000000000003E-002   37508.065999999999        50000.002999999997     
   16.699999999999999        12491.870999999999        6.0999999999999999E-002   37508.072000000000        50000.004000000001     
   16.800000000000001        12491.870000000001        5.7000000000000002E-002   37508.078000000001        50000.005000000005     
   16.900000000000002        12491.870000000001        5.0999999999999997E-002   37508.082000000002        50000.003000000004     
   17.000000000000000        12491.869000000001        4.7000000000000000E-002   37508.087000000000        50000.002999999997     
   17.100000000000001        12491.868000000000        4.4999999999999998E-002   37508.088000000003        50000.001000000004     
   17.199999999999999        12491.868000000000        4.2999999999999997E-002   37508.093000000001        50000.004000000001     
   17.300000000000001        12491.868000000000        3.7999999999999999E-002   37508.095999999998        50000.002000000000     
   17.400000000000002        12491.867000000000        3.6999999999999998E-002   37508.097000000002        50000.001000000004     
   17.500000000000000        12491.867000000000        3.4000000000000002E-002   37508.101999999999        50000.002999999997     
   17.600000000000001        12491.867000000000        2.9999999999999999E-002   37508.105000000003        50000.002000000008     
   17.699999999999999        12491.867000000000        2.5999999999999999E-002   37508.107000000004        50000.000000000000     
